Letter ID,Full Text
ASCC 7105,"bitte senden Sie mir (außer den an die Centr. B. Deutsch. Spark in Gmunden ) verlangten) noch 2,000.000 österr Kronen direkt an mich im Geldbrief express Ich musste geste heute Franken verkaufen weil die Million (15.000) nicht da war. Ich dürfte bald nach Wien kommen. Vielleicht schon vor dem 20/IX. Sicher ist das allerdings noch nicht."
ASCC 7106,widerrufe leihbestellung schoenberg kammersinfoni r e ?
ASCC 7108,"bitte Herrn Berg ein Freiexemplar des Klavier-Auszuges der „Erwartung“. Herr Berg braucht übrigens alles von mir, was ihm fehlt, weil er ein Buch über mich schreibt."
ASCC 7110,"Meine Kammer-SYMPH.-Stimmen für mich unbrauchbar gemacht durch Eintragungen von fremder Hand; um sie widerrechtlich als Druckvorlage zu benützen. Beanspruche ein gedrucktes neu Material, werde erst Stichproben machen, ob es für mich brauch r; bar; Schadenersatzansprüche vorbehalten; Schuldtragend vermut t lich Dr. Kalmus!, der keinen Respekt vor der Arbeit anderer kennt nnt: ein wahrer Heide! Ich muss sofort die Partitur-kopie der Waldtauben-bear beitung bekommen!!!!"
ASCC 7111,= drahtantwort ob gegen verkauf von seren en a de und ein heft klavierstuecke an hansen verlag einwendung erhebet
ASCC 7112,1 . Ich empfehle Herausgabe eines Prospektes über Analysen und Führer zu Konzertwerken. Er wäre allen Materialien beizulegen und ausserdem den verschiede nen Konzertveranstaltern zuzusenden. Ich vermisse den bei Aufführungen meiner Wer ke stets und Herr von Klenau hat sich neulich sehr be klagt dass man ihn auf die Existenz eines Pelleas-Bergführers gelegentlich der Kopenhagener – Auffüh rung nicht aufmerksam gemacht hat.
ASCC 7113,Ich bin sehr zufrieden hier. Alles Musikalische ausge zeichnet und das persönliche sehr angenehme Klima ist wirklich sehr lieb und nett! København. Raadhuset set fra Tivoli.
ASCC 7114,"Konzm. Bandler habe ich geantwortet, dass ich Ihnen eine Ausnahme vorschlagen will. In folgender Form: 1. Verleihung auf die dop pelte Zeit, oder besser: 2. Zusage einer Fristverlängerung (kostenlos) falls er den 8-wöchigen Termin nicht einhalten kann – so bald er darum anspricht und den defini tiven Aufführungstag angiebt: da ja gute Aufführungen in unserem Interesse liegen – auch in dem Ihrigen! Ich sollte neulich den Klav. Auszug der I) Esdur Messe von Schubert bei Ihnen mitnehmen, erhielt ihn aber nicht. Ferner bitte ich wenn Sie mirs nicht zur Kenntnis nahme lieber persönlich geben wollen. Wurde „Dreililien“ geschrieben?"
ASCC 7119,"lassen Sie bitte bei meinen Noten nur überall die deutschen Be zeichnungen so wie ich sie hingesetzt habe. Die Vorherrschaft in der Musik haben derzeit noch die Deutschen. Dass sie sie noch minde stens fünfzig Jahre länger haben werden, ist wohl unbezweifelbar mein Verdienst. Und aus diesem Grund lege ich Gewicht darauf, dass man im Ausland noch so lang das nötige Deutsch lernt, als man Interesse hat, meine Musik kennen zu lernen. Ich hoffe, Sie gön nen mir diese Genugtuung."
ASCC 7120,"ich bitte nicht mehr mündliche Fragen an mich zu richten. Ich werde nie mehr ant worten. Ich wünsche einen Beleg für die Frage und einen für die Antwort zu haben. Ich anerkenne nur schriftlich gegebene Antworten, als von mir herrührend! Und bitte: Alles per Post."
ASCC 7121,Ist das Ernst??Bitte immer mit P.E. Posterlagschein einzuzahlen.
ASCC 7122,"darf ich Sie bitten dem Ihnen bekannten Frl Olga Novakovic, gegen ihre Unterschrift, welche so aussieht: Olga Novakovic die heute fälligen 150 schw. Franken gefälligst auszufolgen. Sollten Sie per Post geschickt haben, so wäre es mir am liebsten wenn Sie das zurückziehen könnten. Sonst müsste ich einen Mercur-Schek schicken. Oder Sie könnten mir das eventuell inzwischen vor schussweise geben."
ASCC 7123,"Ich überreiche Ihnen anbei zur gef. Gutschrift K 3,000.000.– Check a/ Mödling und zeichne 441 172"
ASCC 7124,"Für die erwiesene Teilnahme sagen vom Herzen Dank Arnold Schönberg, Gertrud Greissle geb. Schönberg, Georg Schönberg, Felix Greissle."
ASCC 7125,"ich bitte Sie zu veranlassen, dass mir zu jeder Gurrelieder Aufführung (auch Generalproben) zehn beste Freikarten einf zugeschickt werden und außerdem ca 15–20 Karten verschiedener Kategorie zum Kaufen solange wie möglich reserviert bleiben."
ASCC 7126,"Ich überreiche Ihnen anbei zur gef Gutschrift a/m Kt K 12,000.000.– Check a/ Mercur Mödling und zeichne 441 8M"
ASCC 7127,"Herr Starbird, der in einer Wiener Musikalienhandlung vergebens sein Glück versucht hat : , den „Kontrapunkt“ von Bellermann zu kaufen, wird Sie bitten, ihm diesen bei Guttmann zu bestellen, da er ihn sehr dringend benötigt. Darf ich Sie recht seh t r bitten? Herzlich sten Dank im Voraus. Ich komme übrigens n c o ch vor Weihnachten in die UE."
ASCC 7130,"nun habe ich ganz vergessen, zu verabreden, wie ich denn meinen Pass wiederbekomme (und die Karte). Ich hoffe ich vergesse nicht, Samstag vormittags zu Ihnen zu kommen. Wenn nicht, weiß ich mir nicht zu helfen. Samstag nach mittags habe ich im Konzerthaus General probe. Eventuell bitte ich Sie mir zu telefo nieren. Hoffentlich vergesse ich nicht. Auch die Karte muss ich mir dann holen!"
ASCC 7132,"ich bestätige, von Herrn Römisch heute 300 italienische (dreihundert) Lire erhalten zu haben."
ASCC 7133,= BITTE BEAUFTRAGET HIESIGE BANK SOFORT MIR ZWEITAUSEND LIRE AUSZUZAHLEN BIS SAMSTAG VORMITTAG I DRAHTET ADRESSE DER BANK LEGITIMATION PASS
ASCC 7134,sen t d et bitte sofort expres z s geldbr y ie f dre j i m y il lionen dankend
ASCC 7135,"können Sie Herrn Wlach der mit mir in Donaueschingen war, seine Mark so abrechnen, wie mir?"
ASCC 7136,Sind die Stimmen der beiden ersten Sätze des Bläser-quintetts gut kollationiert wo und an das die Wr Bläser Vereinigung geschickt worden; an Prof. Wunderer?
ASCC 7137,"könnten Sie vielleicht zur morgigen (Samstag-) Probe, (auf 10 h ) kommen? Es ist vielleicht eine plötzlicher Entschluss zu fassen!"
ASCC 7138,"sendet sofort telegrafisch dringend tausend lire· ,"
ASCC 7139,"was ist daran wahr? Bitte gehen Sie dem nach! Es schädigt mein Werk doch sehr, wenn andere Gründe für die Absetzung an gegeben werden! Uebrigens: in der Volksoper kauft, (wie ich höre) deshalb kein Mensch Karten, weil man Freikarten mit Regie-Zuschlag (25000 Kr u mehr!) erhält, von welchen keine Tantièmen gezahlt werden. So erklärt es sich, dass ich 3 mal ein sehr gutes Haus sah (das 3. war sogar voll zu nennen) und doch an geblich nichts verkauft war! Wollen Sie dieser Sache nicht nachgehen! Es ist wirklich gemein und empört mich, weil es mir neu ist in solchen Zusammenhängen in der Öffent lichkeit genannt zu werden."
ASCC 7140,bitte möchten Sie hier die Adresse drauf schreiben.
ASCC 7143,"anbei sende ich Ihnen die Kopien zweier Anweisungen. Möglicherweise wird eine davon von Frau Dr Kolisch oder meinen Schwägern Herrn oder Frau Dr Seligmann besorgt werden, da ich nicht weiß, wer Zeit haben wird. Nachrichten an mich, solange ich keine andere Adresse angebe Barcelona postlagernd wo ich bis 29.IV. bin Schönberg"
ASCC 7144,Bitte zahlen Sie dem Überbringer dieses (entweder meinem Sohn oder Herrn Felix Greissle) gegen doppelte Bestätigung von meinem Monatsgeld (wel ches einstweilen nicht nach Mödling zu schicken ist) den Betrag von 100 Schilling (Hundert). Die Durchschrift dieser Anweisung habe ich Ihnen zur Kontrolle und als Aviso gesendet. Besten Dank. erst nach dem 30/4.1925
ASCC 7146,"ich bitte sich meines Buches anzunehmen: das wird sonst ganz verpatzt. Das giebt dann eine große Blamage. Für mich und für die Universal-Edition. Aber die für Ihrige ist größer als die meinige. Weil man weiß, dass ich in Ihrer Hand bin und das aus dem Aussehen des Buches entnimmt. Von mir weiß man, dass ich besseres kann! Ich hätte gerne das Buch, dessen Manuskript ich Mitte Jänner (!!!) abgeliefert habe vor Weihnachten im Buchhandel. Vielleicht wäre es am besten mir zuerst eine neue (nach gelesener Hauskorrektur) Korrektur der glückl. Hand und dann sofort das ganze exemplarmäßig (eben falls nach gelesener Hauskorrektur) zu senden. Nach Weih nachten habe ich dann wieder kaum Zeit zu lesen! Bitte nehmen Sie sich der Sache gründlich an! Bitte um Nachricht."
ASCC 7147,"darf ich Sie um mehreres bitten: I. Ich möchte gerne 2000 Schillinge beheben. Wenn ich sie gleich haben kann, so bitte ich Sie, sie meinem mitfolgenden Sohn zu über geben. Wenn nicht, so möchte ich sie morgen ziemlich zeitlich vormittags gerne holen können. Etwa gegen 10 Uhr. Geht das? II. Bitte ich Sie die beifolgenden vier Erlagscheine (235 Sch) so rasch als möglich auf zugeben. Ich verschlampe das sonst noch länger (das Datum fehlt noch). III. Bitte ich um 1 Exemplar meiner „Ver klärten Nacht“ und 2 „Bläser-Quintett“. IV. Möchte ich wissen ob die „Texte“ schon erschienen sind und bitte dann, mir sofort (!!! ich brauche das dringendst für Geschenke, wo ich nichts anderes geben kann!) 10 Exem plare zu senden."
ASCC 7148,"darf ich Sie bitten, mir nachmittag, wenn Ihr Diener die Abzüge abholt fünfhundert Schillinge mitzuschicken."
ASCC 7149,"bitte, ich muss das Geld doch anders disponieren. Ich brauche mindestens 1500 Schilling und womöglich 500 Mark. Ich glaube es ist noch ein Rest da von der Gage vom vorigen Monat. So wird das vielleicht ausgehen. Jedenfalls wäre es mir lieb, wenn ich soviel, als überhaupt dispo nibel ist, beheben könnte. Aber wenigstens 1500 Schilling. Könnten Sie mir womöglich die Schillinge wenigstens gleich durch meinen Sohn senden. Wenn nicht so einen möglichst großen Teil. Ich habe mich sehr verrechnet! Das andere müsste ich dann morgen holen lassen können. Beifolgend die Manuskripte von den fünf kleineren Stücken und den drei Stücken des Anhanges Arnold Schönberg, Vier Stücke für gemischten Chor op. 27: Unentrinnbar op. 27/1 (ASGA B 18/2, Quelle C), Du sollst nicht, du mußt op. 27/2 (ASGA B 18/2, Quelle C), Mond und Menschen op. 27/3 (ASGA B 18/2, Quelle C) Arnold Schönberg, Drei Satiren für gemischten Chor op. 28: Am Scheideweg op. 28/1 (ASGA B 18/2, Quelle H), Vielseitigkeit op. 28/2 (ASGA B 18/2, Quelle H), [Anhang] Ein Spruch und zwei Variationen über ihn op. 28/I (ASGA B 18/2, Quelle H)"
ASCC 715,"mit gleicher Post gehen an Sie als Druck sache die Korrekturen der „ Erwartung “. Ich habe hierin noch eine Reihe von Fehlern ge funden, deren Verbesserung vielleicht noch einen Abzug nötig macht. Dem Pakett liegt bei die Kopie der hier mitfolgenden Liste. Diese enthält an Steuermann gerichtete Fragen, welche Herr Ratz oder Herr Dr Sachs erst nach dem Manu skript des Klav. Ausz. prüfen müssen (vielleicht beantwortet dieser einen Teil davon) ehe 2) sie an Steuermann (von Ihnen aus direkt) geschickt wird. Jedesfalls (bitte um größte Beschleunigung. – 3) Heute schickte ich auch Korrekturen vom Harmonielehre-Titelblatt und Katalog 4 Als etwas sehr Trauriges muss ich mitteilen, dass das für mich angefertigte Notenpapier voll ständig unbrauchbar ist. 1.) Man kann nicht mit Tinte schreiben, weil es fließt. 2) Es fließt nach dem Radieren; 3. das Liniament ist so nachlässig angefertigt, dass der Zweck gänzlich unerreicht bleibt: es sollten 7 Zwischen räume zwischen 2 Systemen Platz finden. Wenn ich also zur Jakobsleiter Partitur komme, habe ich zwar eine Menge Geld ausge geben, habe aber doch kein Papier. Und meine armen Schüler mit mir. Das ist ganz gewiss nicht das von mir ausgewählte Papier! 5) Bitte um Vorschläge, wie ich zu gutem No tenpapier gelange. Man kann nicht auf Löschpapier schreiben und ich habe nicht Lust, meine Partituren mit Sorgfalt und Mühe zu schreiben und damit sie dann nach kurzer Zeit vergilbt und zerfallen sind! 6) Eine Bitte: können Sie mir von dem Carton oder steifen Papier (oder wie Sie das sonst nennen) in welches die Notenpakette eingeschlagen werden ein paar m2 ablassen? Bitte sie eventuell zu schicken. Ich brauche es als Deckel für Stimmenhefte. 7) Ich bitte mir nun noch folgende Noten die bei der letzten Bestellung nicht vorrätig waren zu schicken: Peters Ed: 168b Schubert: Streich-Quart. Stimmen II. Band. Eulenburg : 5. Brandenburgisches Konzert Partitur 8) Ich bin ohne Antwort auf die beanstandete Rechnung für meine „Verklärte Nacht“ Stimmen! die ich mit Brief vom 15. VIII. bitte um Nachricht!"
ASCC 7156,in einer mir gestern zugestellten Abrechnung der U.E. vermisse ich schon wieder! die Gutschrift meines Artikels für das Jahrbuch : 250 Mark! Bitte teilen Sie mir umgehend die Gutschrift und Richtigstellung des Saldos bestätigt von Herrn Winter mit. Diesmal sind Sie schuld!
ASCC 7160,"Ich schreibe Ihnen im Auftrage meines Mannes, der mit Arbeit sehr überbürdet ist und da die Angelegenheit sehr eilt, Sie, verehrter Herr Direktor, bittet diese Form zu entschuldigen. Sein Schwiegersohn Felix Greissle hatte vor einigen Tagen ein Konzert das s durch viel Missgeschick und vielleicht auch durch ein bischen Leichtsinn und Leichtgläubigkeit seinerseits, ein Defizit aufweist, dass, da er noch überdies in grossen Schulden steckt, unmöglich von ihm beglichen werden kann. Mein Mann möchte Sie nun vielmals bitten, an seiner statt mit Greissle und vor allem mit Kugel (der allem Anschein Greissle mit leeren Ver sprechungen hineingelegt hat) zu sprechen und den dann von Ihnen als richtig befundenen Betrag von seinem Konto zu begleichen. Ausserdem wird Dr. v. Webern sich bei der Universaledition zurTilgung der anderen Schulden einen Betrag von ungefähr S. 1700.- abholen. Ich bitte Sie, verehrter Herr Direktor, diese beiden Zahlungen (die den Betrag von 3000 S. aber nicht übersteigen dürfen) zu bewilligen, mein Mann überlässt Ihnen die Art der Verrechnung vollkommen. Verzeihen Sie, dass wir dadurch Ihre Zeit in Anspruch nehmen, aber seien Sie versichert, dass Sie uns mit diesem Dienst einer grossen Sorge entheben und wir Ruhe schon sehr nötig hätten. Lieber Herr Direktor, bitte nach der Auszahlung von Greissle auch eine schriftliche Erklärung die ich über monatliche Zalungen an ihn abgegeben habe, zurückzufordern und sie mir einzuschicken. Denn diese Zalungen stelle ich für die nächste Zeit ein. Es ent fallen also die Auszalungen Ihrerseits, die wir zuletzt verabredet hatten. Herzliche Grüße Ihr Arnold Schönberg Bitte um Diskretion! Ich arbeite nämlich soviel ich Zeit habe, an der Herstellung der Reinschriften der beiden letzten Chöre . , Und das Vorwort habe ich seither schon dreimal neu gemacht. Die vorletzte Form werde ich Ihnen wahrscheinlich für den Anbruch als Aufsatz schicken. Herzl Gruß Ihr Arnold Schönberg"
ASCC 7161,titel mechanische musikinstrumente grusz =
ASCC 7162,eventuell zustimmung nach unterredung mit hoerth moeglich veranlasset ihn mich aufzusuchen =
ASCC 7164,"Anbei die mir gesandten Rechnungen. Die Rechnung des Spediteurs Ranz l gehört zweifellos nicht für mich; sie ist mir gänzlich unbekannt; und da auch klar hervorgeht dass es sich um 8 Fuhren Kohlen handelt, so bitte ich Sie diese S. 112.– von meinem Konto zu streichen und mir hierüber Mitteilungen zu machen. Ebenso ist mir das „Telefongespräch aus Wien nach „ Berlin“ vollkommen unbekannt und ich bitte Sie, dieses auch zu streichen. Ich bitte Sie mir umgehend M. 130.– für die Kopiatur der Suite zu überweisen, da diese am 1.6. geliefert wird. Bitte teilen Sie mir mit ob Sie in letzter Zeit von der Autoren gesellschaft Tantiemen meiner Werke bezogen haben. Nun eine unangenehme Nachricht: In dem Anhang ist ein schwerer Fehler geschehn. Auf der Stichplatte wurde für die Worte die laut meiner Vorlage als Einleitung dienen sollten kein Platz gelassen , d . D iese Platte wird jedenfalls unbrauchbar sein. Nun habe ich O o hnedies diese drei Kanons gänzlich umgearbeitet, sodass also die zweite Platte, die ja vielleicht auch so nicht brauchbar gewesen wäre, nun unbedingt entfallen muss. Das neue Manuskript geht Montag an Sie ab. Es tut mir leid dass da neue Kosten entstehen; aber das Unglück ist nicht so gross und die Verbesserung sehr wichtig. Ich war vielleicht anfangs, überrascht davon, dass diese Wunder überhaupt möglich sind, mit den Spiegelkanons etwas zu rasch zufrieden. Als ich sie jetzt sah, befriedigten sie mich nicht mehr. Und da sie ja einen bestimmten Beweis liefern sollten, habe ich sie mit vieler Mühe überarbeitet. Jetzt bin ich zufrieden da mit. Kommen Sie bald wieder nach Berlin?"
